Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2017-0271-CAN,2017,271,,Natural,Climatological,Wildfire,,,"Gustafsen, Wildwood, Elephant Hill Fires",Canada,CAN,Northern America,Americas,"Cache Creek , Ashcroft, Boston flats (Thompson Nicola), 100 Mile House , Williams Lake (Cariboo) (British Columbia)",Weather,Heat wave,,,Yes,Yes,,500,Km2,,,,,2017,7,7,2017,9,15,,,43441,,43441,78000,86226,,,,,90.46017931,2,,12542;12566,"Cariboo, Thompson-Nicola (Adm2)."
2017-0002-CHL,2017,2,WF-2016-000136,Natural,Climatological,Wildfire,Forest fire,,,Chile,CHL,South America,Americas,"Valparaiso, Santo Domingo (San Antonio), Casablanca (Valparaiso), Maule (Santa Olga), Biobio, Metropolitana, O'Higgins, Araucania",,Heat wave,,Yes,,Yes,,4670,Km2,,,,,2017,1,15,2017,3,16,11,16,7157,450,7623,,,165000,182401,550000,608002,90.46017931,1,884;887;889;892;893;149630,,"Araucania, Biobio, Libertador Gral. Bernardo O'Higgins, Maule, Metropolitana, Valparaiso (Adm1)."
2017-0228-ESP,2017,228,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,"Near Moguer and Mazagon (Huelva province), Andalousia, Donana National park",,Heat wave,,,,,,,Km2,,,,,2017,6,24,2017,6,28,,,1500,,1500,,,,,,,90.46017931,2,,25780,Huelva (Adm2).
2017-9207-AGO,2017,9207,,Natural,Climatological,Drought,Drought,,,Angola,AGO,Middle Africa,Africa,"Seven provinces in the South (Cunene, Huila, Namibe, Benguela, Cuando Cubango, Cuanza Sul and Huambo)",,Food shortage,,,,,,,Km2,,,,,2017,5,,2017,6,,,,1420000,,1420000,,,,,,,90.46017931,1,399;402;403;404;405;406;413,,"Benguela, Cuando Cubango, Cuanza Sul, Cunene, Huambo, Huila, Namibe (Adm1)."
2017-9206-CHN,2017,9206,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Northeast China, North China Plain, Inner Mongolia, Hebei, Liaoning","Lack of rain, dry conditions.",,,,,Yes,,,Km2,,,,,2017,4,,2017,6,,,,2000000,,2000000,,,,,122000,134866,90.46017931,1,907;916;917,,"Hebei Sheng, Liaoning Sheng, Nei Mongol Zizhiqu (Adm1)."
2017-0417-ESP,2017,417,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,"Galicia (Nigrán, Carballeda de Avia, Vigo), Asturias",,,,,,,,,Km2,,,,,2017,10,17,2017,10,17,4,,,,,,,,,,,90.46017931,1,2718;2728,,"Galicia, Principado de Asturias (Adm1)."
2017-0292-FRA,2017,292,,Natural,Climatological,Wildfire,,,,France,FRA,Western Europe,Europe,"Near Bormes-les-Mimosas (Var- cote d'Azur); Haute-Corse, Vaucluse, Var, Alpes-Maritimes","Wind, drought",,,,,,,72,Km2,,,,,2017,7,24,2017,7,25,,12,12000,,12012,,,,,,,90.46017931,2,,16271;16321;16324;16325,"Alpes-maritimes, Haute-Corse, Var, Vaucluse (Adm2)."
2018-0299-CAN,2018,299,,Natural,Climatological,Wildfire,Forest fire,,,Canada,CAN,Northern America,Americas,Colombie-Britannique,,Pollution,,,,Yes,,,Km2,,,,,2018,7,,2018,8,,,,3000,,3000,,,,,,,92.6696698,1,826,,British Columbia / Colombie-Britannique (Adm1).
2018-0223-GRC,2018,223,WF-2018-000123,Natural,Climatological,Wildfire,Forest fire,,,Greece,GRC,Southern Europe,Europe,"Neos Voutzas, Agia Marina, , Kikkino Limanaki, Mati and Rafina (Surrounding Athena)",,Heat wave,,,,Yes,,,Km2,,,,,2018,7,23,2018,7,24,100,600,4118,,4718,,,,,,,92.6696698,1,1337,,Attiki (Adm1).
2018-9278-AFG,2018,9278,DR-2018-000052,Natural,Climatological,Drought,Drought,,,Afghanistan,AFG,Southern Asia,Asia,"Badghis, Daykundi, Hirat, Ghor, Daykundi, Badakhshan, Farah, Helmand, Kandahar, Zabul, Nangarhar",,Food shortage,,,,Yes,,,Km2,,,,,2018,4,,2019,7,,,,13500000,,13500000,,,,,,,92.6696698,1,273;277;280;282;285;292;303;99878,,"Badghis, Daykundi, Farah, Ghor, Hirat, Kandahar, Nangarhar, Zabul (Adm1)."
2018-9075-ARG,2018,9075,,Natural,Climatological,Drought,Drought,,,Argentina,ARG,South America,Americas,"Buenos Aires, Cordoba, Santa Fe, Pampa, Santiago del Estero provinces",,,,,,,,,Km2,,,,,2018,1,,2018,3,,,,,,,,,,,3400000,3668946,92.6696698,1,429;434;439;449;450,,"Buenos Aires, Cordoba, La Pampa, Santa Fe, Santiago Del Estero (Adm1)."
2018-9258-AUS,2018,9258,,Natural,Climatological,Drought,Drought,,,Australia,AUS,Australia and New Zealand,Oceania,"New South Wales, Victoria , Queensland",Lack of rainfall and anomalous warmth,,,,,,,,Km2,,,,,2018,1,,2018,8,,,,,,,,,,,1200000,1294922,92.6696698,1,470;473;476,,"New South Wales, Queensland, Victoria (Adm1)."
2018-9277-CRI,2018,9277,,Natural,Climatological,Drought,Drought,,,Costa Rica,CRI,Central America,Americas,,El NIno,,,,,,,,Km2,,,,,2019,3,,2019,3,,,,,,,,,,,,,92.6696698,1,983;986;987,,"Guanacaste, Puntarenas, San Jose (Adm1)."
2018-0259-ESP,2018,259,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,"Llutxent (Vall d'Albaida county, Valencia province)",,,,,,,,,Km2,,,,,2018,8,6,2018,8,9,,,,,,,,,,,,92.6696698,2,,25813,Valencia/Valéncia (Adm2).
2018-9277-GTM,2018,9277,,Natural,Climatological,Drought,Drought,,,Guatemala,GTM,Central America,Americas,,,,,,,,,,Km2,,,,,2018,6,,2019,3,,,,1500000,,1500000,,,,,44669,48202,92.6696698,1,64821;64823;64824;64826;64827;64840;64841;64842,,"Chimaltenango, Chiquimula, Guatemala, Jalapa, Jutiapa, Sacatepéquez, Santa Rosa, Solola (Adm1)."
2019-0084-AUS,2019,84,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,Gippsland region (South-east Victoria state),Heat wave and lighthening,Heat wave,,,,,,,Km2,,,,,2019,3,1,2019,3,20,,,600,27,627,,,,,,,94.3490925,2,,5372;5414,"East Gippsland (S), South Gippsland (S) (Adm2)."
2019-0134-CHN,2019,134,,Natural,Climatological,Wildfire,Forest fire,,,China,CHN,Eastern Asia,Asia,Liangshan (Sichan province),,,,,,,,,Km2,,,,,2019,4,1,2019,4,1,30,,,,,,,,,,,94.3490925,2,,13272,Liangshan Yi (Adm2).
1966-0140-PRT,1966,140,,Natural,Climatological,Wildfire,Forest fire,,,Portugal,PRT,Southern Europe,Europe,Sintra Forest,,,,,,,,,Km2,,,,,1966,9,6,1966,9,12,25,,,,,,,,,,,11.97858736,,,,
2015-9496-MHL,2015,9496,,Natural,Climatological,Drought,Drought,,,Marshall Islands (the),MHL,Micronesia,Oceania,,"El NIno, low precipitation",,,Yes,,Yes,,,Km2,,,,,2015,,,2016,5,,,,21000,,21000,,,,,4900,5602,87.46993221,2,,19488,Administrative unit not available (Adm2).
2016-9452-KEN,2016,9452,DR-2016-000118,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"Kilifi, Kwale, Tana River, Taita Taveta districts (Coast province), Wajir, Mandera districts (North Eastern province), Marsabit, Makueni, Kitui districts (Eastern province), Samburu district (Rift Valley province), Lamu, Baringo, West Poko, Garissa, Tana river, Isiolo, Laikipia, Turkana, Taita Tavetan Makueni, Narok, Embu (Mbeere), Meru, Tharaka Nithi, Nyeri",Poor performance in the long-rain time period,Food shortage,,,,Yes,,,Km2,,,,,2016,6,,2018,1,,,,3400000,,3400000,,,,,,,88.57345288,2,,51340;51341;51345;51346;51349;51351;51352;51363;51364;51389,"Kilifi, Kitui, Kwale, Makueni, Mandera, Marsabit, Samburu, Taita Taveta, Tana River, Wajir (Adm2)."
2016-0442-ISR,2016,442,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Israel,ISR,Western Asia,Asia,"Nataf, Sha'ar Hagai (Jérusalem province), Modiin (Central district province), Haifa province",DRought and high winds,,,,,,,,Km2,,,,,2016,11,18,2016,11,26,,137,60000,,60137,,,,,520000,587083,88.57345288,1,1610;1611;1612,,"Central District, Haifa, Jerusalem (Adm1)."
2016-9529-LKA,2016,9529,,Natural,Climatological,Drought,Drought,,,Sri Lanka,LKA,Southern Asia,Asia,Batticaloa District (Eastern province),,,,,,,,,Km2,,,,,2016,10,,2017,5,,,,900000,,900000,,,,,20000,22580,88.57345288,2,,25833,Batticaloa (Adm2).
2016-0285-PRT,2016,285,,Natural,Climatological,Wildfire,Forest fire,,,Portugal,PRT,Southern Europe,Europe,"Silves district (Faro province), Funchal (Ilha Da Madeira (madeira) province, Madere Isl.)",,,,Yes,,,,,Km2,,,,,2016,8,8,2016,8,13,4,200,699,462,1361,,,,,157000,177254,88.57345288,2,,24770;24789,"Funchal, Silves (Adm2)."
2017-0176-PRT,2017,176,,Natural,Climatological,Wildfire,Forest fire,,,Portugal,PRT,Southern Europe,Europe,"Pedrogao Grande (Leiria),Figueiro dos Vinhos, Nodeirinho, Castanheira de Pera; Coimbra district (Gois, Pampilhosa da Serra, Arganil)","Dry conditions, high temperatures (40°C), lightning",Heat wave,Drought,,,,,300,Km2,,,15:00,,2017,6,17,2017,6,21,64,204,500,,704,565000,624584,19000,21004,232000,256466,90.46017931,2,,24727;24732;24738;24814;24815;24820,"Arganil, Castanheira De Pera, Figueiro Dos Vinhos, Gois, Pampilhosa Da Serra, Pedrogao Grande (Adm2)."
2017-9468-MDG,2017,9468,,Natural,Climatological,Drought,Drought,,,Madagascar,MDG,Eastern Africa,Africa,"South, South East",,Food shortage,,Yes,,,,,Km2,,,,,2017,1,,2018,12,,,,1260000,,1260000,,,,,,,90.46017931,1,41751;41754;41755;41756;41757;41758;41763;41764;41767;41771,,"Amoron I Mania, Androy, Anosy, Atsimo Andrefana, Atsimo Atsinanana, Atsinanana, Haute Matsiatra, Ihorombe, Menabe, Vatovavy Fitovinany (Adm1)."
2017-9343-MRT,2017,9343,OT-2017-000112,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,"Brakna, Gorgol, Guidimakha",Lack of rain,Food shortage,,Yes,,,,,Km2,,,,,2017,4,,2017,8,,,,3893774,,3893774,,,,,,,90.46017931,1,2006;2008;2009,,"Brakna, Gorgol, Guidimakha (Adm1)."
2017-9208-NER,2017,9208,OT-2017-000117,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"Bosso, Diffa, Goudoumaria, Mainé-Soroa, N’Gourti, Loga, Ouallam, Bani-Bangou, Abala, Mayahi, Guidan-Roumji, Tanout, Kaniche",,Food shortage,,,,,,,Km2,,,,,2017,5,,2017,6,,,,1131300,,1131300,,,,,,,90.46017931,2,,22554;22555;22556;22561;22564;22566;22578;22580;22586;22588,"Diffa, Filingue, Guidan Roumji, Loga, Maine-soroa, Matamey, Mayahi, N'guigmi, Ouallam, Tanout (Adm2)."
2017-0297-HRV,2017,297,,Natural,Climatological,Wildfire,Forest fire,,,Croatia,HRV,Southern Europe,Europe,"Split, municipalities of Srinjine, Žrnovnica, Podstrana and Strožanac",,,,,,,,45,Km2,,,,,2017,7,16,2017,7,18,,80,,,80,,,,,,,90.46017931,1,1003,,Split-dalmatija (Adm1).
2017-9296-ITA,2017,9296,,Natural,Climatological,Drought,Drought,,,Italy,ITA,Southern Europe,Europe,"Calabria, Abruzzo, Campania, Tuscany, Emilia Romagna (Parma, Piacenza ), Puglia, Sardinia, Lazio, Lombardy, Umbria, Marche, Sicily, Piemonte (Alessandria, Asti, Cuneo), Trentino-South Tyrol (Val di Non, Val Sun, Valsugana)",,,,,,,,,Km2,,,,,2017,7,,2017,7,,,,,,,,,,,2300000,2542555,90.46017931,1,1616;1618;1619;1620;1622;1624;1625;1627;1628;1629;1630;1631;1632;1633,,"Abruzzi, Calabria, Campania, Emilia-romagna, Lazio, Lombardia, Marche, Piemonte, Puglia, Sardegna, Sicilia, Toscana, Trentino-alto Adige, Umbria (Adm1)."
2017-9273-PRK,2017,9273,,Natural,Climatological,Drought,Drought,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"South Hwanghae, North Hwanghae Provinces, Nampo city",,,,,,,,,Km2,,,,,2017,1,,2017,7,,,,,,,,,,,,,90.46017931,1,1059;1063,,"Hwanghae-bukto, Hwanghae-namdo (Adm1)."
2017-0417-PRT,2017,417,,Natural,Climatological,Wildfire,Forest fire,,,Portugal,PRT,Southern Europe,Europe,"Coimbra (Penacova, Oliveira do Hospital, Melo, Gouveia), Leiria (Pinhal de Leiria-Marinha Grande), Viseu (Nelas, Tondela, Vouzela), Guarda, Castelo Branco",,,,Yes,,Yes,,2240,Km2,,,,,2017,10,15,2017,10,16,45,71,,2700,2771,,,270000,298474,500000,552729,90.46017931,1,2390;2391;2394;2405;2413,,"Castelo Branco, Coimbra, Guarda, Leiria, Viseu (Adm1)."
2018-0224-LVA,2018,224,,Natural,Climatological,Wildfire,Forest fire,,,Latvia,LVA,Northern Europe,Europe,Kurzeme,,Heat wave,,,,,,,Km2,,,,,2018,7,18,2018,7,22,,,,,,,,,,,,92.6696698,1,1782;1783;1791;1792;1796,,"Kuldigas, Liepajas, Saldus, Talsu, Ventspils (Adm1)."
2018-0259-PRT,2018,259,,Natural,Climatological,Wildfire,Forest fire,,,Portugal,PRT,Southern Europe,Europe,"Perma da Negra (Monchique, Silves and Portimão municipalities, Faro District) Algarve",Heat and wind,Heat wave,,,,,,,Km2,,,,,2018,8,3,2018,8,8,,79,250,,329,,,,,,,92.6696698,2,,24766;24768;24770,"Monchique, Portimao, Silves (Adm2)."
2018-9191-NAM,2018,9191,,Natural,Climatological,Drought,Drought,,,Namibia,NAM,Southern Africa,Africa,"Hardap, Kavango East, Khomas, Kunene, Ohangewna, Omusati, Omaheke, Zambezi",,Food shortage,,Yes,Yes,Yes,,,Km2,,,,,2018,10,,2020,12,,,,556000,,556000,,,,,,,92.6696698,1,2137;2139;2141;2142;2143;2144;2145;2146,,"Caprivi, Hardap, Kavango, Khomas, Kunene, Ohangwena, Omaheke, Omusati (Adm1)."
2018-9277-HND,2018,9277,,Natural,Climatological,Drought,Drought,,,Honduras,HND,Central America,Americas,,El Nino,,,,,,,,Km2,,,,,2018,6,,2019,3,,,,360000,,360000,,,,,,,92.6696698,,,,
2018-0119-IND,2018,119,,Natural,Climatological,Wildfire,Forest fire,,,India,IND,Southern Asia,Asia,Tamil nadu,,,,,,,,,Km2,,,,,2018,3,10,2018,3,10,17,,,,,,,,,,,92.6696698,1,1508,,Tamil Nadu (Adm1).
2018-9372-IND,2018,9372,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,"Karnataka, Maharashtra states",Por rainfall,,,,,,,,Km2,,,,,2018,9,,2019,6,,,,8200000,,8200000,,,,,1100000,1187012,92.6696698,1,1494;1498,,"Karnataka, Maharashtra (Adm1)."
2018-9187-LTU,2018,9187,,Natural,Climatological,Drought,Drought,,,Lithuania,LTU,Northern Europe,Europe,,,,,,,Yes,,,Km2,,,,,2018,5,,2018,6,,,,,,,,,,,,,92.6696698,,,,
2018-9469-MRT,2018,9469,DR-2018-000063,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,,Irregular seasonal rainfall in 2017,,,Yes,,,,,Km2,,,,,2018,3,,2019,12,,,,350600,,350600,,,,,,,92.6696698,2,,19494;19503;19508,"Barkeol, Maghta Lahjar, Monguel (Adm2)."
2018-9277-NIC,2018,9277,,Natural,Climatological,Drought,Drought,,,Nicaragua,NIC,Central America,Americas,,El Nino,,,,,,,,Km2,,,,,2018,6,,2019,3,,,,300000,,300000,,,,,,,92.6696698,1,2187;2188;2189;2190;2191;2193;2194;2195;2196;2197;2198;2199;2201,,"Boaco, Carazo, Chinandega, Chontales, Esteli, Jinotega, Leon, Madriz, Managua, Masaya, Matagalpa, Nueva Segovia, Rivas (Adm1)."
2018-9277-PAN,2018,9277,,Natural,Climatological,Drought,Drought,,,Panama,PAN,Central America,Americas,,El NIno,,,,,,,,Km2,,,,,2018,6,,2019,3,,,,,,,,,,,72000,77695,92.6696698,,,,
2018-9187-POL,2018,9187,,Natural,Climatological,Drought,Drought,,,Poland,POL,Eastern Europe,Europe,,,,,,,,,,Km2,,,,,2018,6,,2018,7,,,,,,,,,,,,,92.6696698,,,,
2019-9145-KEN,2019,9145,DR-2019-000024,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,"West Pokot, Tharaka Nithi, Samburu, Nyeri (Kieni), Marsabit, Mandera, Lamu, Laikipia, Kitui, Kilifi, Isiolo, Garissa, Embu, Baringo, Turkana, Wajir",Two consecutive poor rainy seasons,Food shortage,,Yes,,,,,Km2,,,,,2019,1,,2019,9,,,,2600000,,2600000,,,,,,,94.3490925,2,,51338;51340;51342;51347;51348;51349;51352;51359;51361;51363;51364;51377;51384;51389;51392;51394,"Baringo, Embu, Garissa, Isiolo, Kilifi, Kitui, Laikipia, Lamu, Mandera, Marsabit, Nyeri, Samburu, Tharaka, Turkana, Wajir, West Pokot (Adm2)."
2019-9023-PAK,2019,9023,DR-2018-000428,Natural,Climatological,Drought,,,,Pakistan,PAK,Southern Asia,Asia,"Thatta, Dadu, Sanghar, Tharparkar, Umerkot, Kambar Shadadkot, Jamshoro, Badin distrcits (Sindh province ); Pishin, Killa Abdullah, Noshki, Chaghi, Kharan, Washuk, Panjgur, Kech, Jhal Magsi, Awaran, Zhob, Jaffarabad, Barkhan, Quetta, Killah Saifullah, Kohlu, Naseerabad, Kachhi districts (Balochistan province)",El Nino and the decrease in the amount of rainfall during monsoon season,Food shortage,,Yes,,,,,Km2,,,,,2019,1,,2019,12,,77,,4680912,,4680912,,,,,,,94.3490925,2,,23614;23619;23621;23625;23627;23681;23682;23687;23689;23693;40289;40290;40291;40295;40296;40298;40301;40302;40308;40310;40313;40405;40407,"Awaran District, Badin District, Barkhan District, Bolan District, Chagai District, Dadu District, Jaffarabad District, Jhal Magsi District, Kech District, Kharan District, Killa Abdullah District, Killa Saifullah District, Kohlu District, Larkana District, Nasirabad District, Panjgur District, Pishin District, Quetta District, Sanghar District, Tharparkar District, Thatta District, Umer Kot District, Zhob District (Adm2)."
2019-9076-PRK,2019,9076,DR-2019-000042,Natural,Climatological,Drought,Drought,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,,"Prolonged dry spells, with erratic high temperatures and floods,",Food shortage,,,,Yes,,,Km2,,,,,2019,1,,2019,2,,,,10100000,,10100000,,,,,,,94.3490925,,,,
2019-0149-KOR,2019,149,,Natural,Climatological,Wildfire,Forest fire,,,Korea (the Republic of),KOR,Eastern Asia,Asia,Gangwon province,,,,,,Yes,,,Km2,,,,,2019,4,4,2019,4,5,1,35,3000,,3035,,,,,,,94.3490925,1,2437,,Kang-won-do (Adm1).
2019-9137-PHL,2019,9137,,Natural,Climatological,Drought,Drought,,,Philippines (the),PHL,South-Eastern Asia,Asia,"MIMAROPA Region, Region IX, Region XII, BARMM, Metro Manilla",El Nino,,,,,Yes,,,Km2,,,,,2019,3,,2019,4,,,,16000,,16000,,,,,,,94.3490925,1;2,67156;67159;67162,24210;24230;24231;24232;24233;24236,"Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region XII (Soccsksargen) (Adm1). Marinduque, Metropolitan Manila, Mindoro Occidental, Mindoro Oriental, Palawan, Romblon (Adm2)."
2015-0621-COL,2015,621,,Natural,Climatological,Wildfire,Forest fire,,,Colombia,COL,South America,Americas,"Nariño, Tolima, and Valle del Cauca departments","Drought, El Nino",,,Yes,,,,,Km2,,,,,2015,7,,2015,10,,11,,119000,,119000,,,,,,,87.46993221,1,955;963;964,,"Narino, Tolima, Valle Del Cauca (Adm1)."
2016-9291-SWZ,2016,9291,,Natural,Climatological,Drought,Drought,,,Eswatini,SWZ,Southern Africa,Africa,"Whole country: Hhohho, Lubombo, Manzini, Shiselweni provinces",El Nino,,,Yes,,Yes,,,Km2,,,,,2016,2,,2017,2,,,,492000,,492000,,,,,,,88.57345288,1,2782;2783;2784;2785,,"Hhohho, Lubombo, Manzini, Shiselweni (Adm1)."
2016-0264-USA,2016,264,,Natural,Climatological,Wildfire,Forest fire,,Sand Fire,United States of America (the),USA,Northern America,Americas,"Los Angeles, San Francisco districts (California province)",Drought,,,,,,,,Km2,,,,,2016,7,24,2016,8,1,2,,420,,420,,,,,50000,56450,88.57345288,2,,28883;28902,"Los Angeles, San Francisco (Adm2)."
2016-0297-USA,2016,297,,Natural,Climatological,Wildfire,Forest fire,,Clayton Fire,United States of America (the),USA,Northern America,Americas,"Lower Lake, Clearlake (Lake district, California province)",,,,,,,,,Km2,,,,,2016,8,13,2016,8,16,,,,567,567,,,,,100000,112901,88.57345288,2,,28881,Lake (Adm2).
2016-0463-USA,2016,463,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Gatlinburg city (Sevier district, Tennessee province)",,,,,,,,,Km2,,,,,2016,11,,2016,12,31,14,191,,6383,6574,,,600000,677404,1200000,1354808,88.57345288,2,,31182,Sevier (Adm2).
2017-0329-TUN,2017,329,,Natural,Climatological,Wildfire,Forest fire,,,Tunisia,TUN,Northern Africa,Africa,"Jendouba Governorate (Ain Draham, Fernana), Bizerte (Sejnane and Ghezala)",,Heat wave,,,,,,,Km2,,,,,2017,7,29,2017,8,7,,,2000,,2000,,,,,,,90.46017931,2,,39268;39275;39299;39302,"Ain Draham, Fernana, Ghazala, Sejnane (Adm2)."
2017-9342-TCD,2017,9342,OT-2017-000114,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,"Chari Baguimi, Guera, Lac, Kanem, Wadi Fira",,Food shortage,,,,,,,Km2,,,,,2017,3,,2017,5,,,,1886800,,1886800,,,,,,,90.46017931,1,870;873;875;12910;12915,,"Baguirmi, Biltine, Guera, Kanem, Lac (Adm1)."
2017-9580-CPV,2017,9580,,Natural,Climatological,Drought,Drought,,,Cabo Verde,CPV,Western Africa,Africa,,Lack if rainfall,Food shortage,,Yes,,,,,Km2,,,,,2017,11,,2017,12,,,,70000,,70000,,,,,,,90.46017931,,,,
2017-9088-ZWE,2017,9088,,Natural,Climatological,Drought,Drought,,,Zimbabwe,ZWE,Eastern Africa,Africa,,Erratic rainfall and prolonged drought conditions exacerbated by El Niño disrupted the 2015/2016,Famine,,Yes,,,,,Km2,,,,,2017,2,,2020,3,,,,6900000,,6900000,,,,,,,90.46017931,,,,
2017-0252-USA,2017,252,,Natural,Climatological,Wildfire,Forest fire,,"Wall Fire, Alamo Fire, Whittier Fire",United States of America (the),USA,Northern America,Americas,"Butte (Oroville), San Luis Obispo, Santa Barbara (California)",Weather,,,,,Yes,,190,Km2,,,,,2017,7,6,2017,7,10,,,9,147,156,,,,,,,90.46017931,2,,28868;28904;28906,"Butte, San Luis Obispo, Santa Barbara (Adm2)."
2017-0434-USA,2017,434,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,"Tubbs, Atlas, Nuns Fires",United States of America (the),USA,Northern America,Americas,"Napa, Sonoma, Mendocino, Lake, Solano, Butte, Yuba, Nevada, Humboldt, Calavaras, Orange counties (California)",,,,,,,,,Km2,,,,,2017,6,1,2017,12,31,43,185,,9000,9185,,,9600000,10612404,13000000,14370964,90.46017931,2,,28868;28869;28876;28881;28887;28892;28893;28894;28912;28913;28922,"Butte, Calaveras, Humboldt, Lake, Mendocino, Napa, Nevada, Orange, Solano, Sonoma, Yuba (Adm2)."
2017-9550-USA,2017,9550,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,"Upper Midwest, Northern Rockies and parts of the West; North Dakota, South Dakota and Montana.",,,,,,,,,Km2,,,,,2017,3,1,2017,12,31,,,,,,,,1900000,2100372,2500000,2763647,90.46017931,1,3216;3218;3219;3226;3229;3236;3237;3240;3242;3243;3245;3248;3251;3255;3258;3261;3263;3264,,"Arizona, California, Colorado, Idaho, Iowa, Michigan, Minnesota, Montana, Nevada, New Hampshire, New Mexico, North Dakota, Oregon, South Dakota, Utah, Washington, Wisconsin, Wyoming (Adm1)."
2017-0511-USA,2017,511,,Natural,Climatological,Wildfire,,,'Thomas',United States of America (the),USA,Northern America,Americas,"Ventura, Santa Barbara, Los Angeles, San Diego, Riverside counties (California)","Droght, winds",,,,,Yes,,1102,Km2,,,,,2017,12,4,2017,12,31,2,2,,2961,2963,,,1700000,1879280,2200000,2432009,90.46017931,2,,28883;28897;28901;28906;28920,"Los Angeles, Riverside, San Diego, Santa Barbara, Ventura (Adm2)."
2017-9211-ZAF,2017,9211,,Natural,Climatological,Drought,Drought,,,South Africa,ZAF,Southern Africa,Africa,"Cap town, Cap occidental, Cap oriental, North Cap.",,,,,,Yes,,,Km2,,,,,2017,5,,2018,6,,,,,,,,,,,1200000,1326551,90.46017931,1,2714;77310;77315,,"Eastern Cape, Northern Cape, Western Cape (Adm1)."
2017-0547-ZAF,2017,547,,Natural,Climatological,Wildfire,,,Knysna fire,South Africa,ZAF,Southern Africa,Africa,Knysna (Eden),,,,,,,,,Km2,,,,,2017,6,7,2017,6,13,9,,,5500,5500,,,200000,221092,420000,464293,90.46017931,2,,77349,Eden District Municipality (Adm2).
2017-0297-MNE,2017,297,,Natural,Climatological,Wildfire,Forest fire,,,Montenegro,MNE,Southern Europe,Europe,"Lustica (Tivat), Kotor, Tivat, Herceg Novi",,,,,Yes,,,,Km2,,,,,2017,7,16,2017,7,18,,,200,,200,,,,,,,90.46017931,1,25357;25359;25368,,"Herceg Novi, Kotor, Tivat (Adm1)."
2018-0258-USA,2018,258,,Natural,Climatological,Wildfire,Forest fire,,Carr and Mendocino Complex fires,United States of America (the),USA,Northern America,Americas,"Shasta, Trinity, Mendocino, Lake, Colusa, and Glenn counties (California)",,Pollution,,,,,,,Km2,,,,,2018,7,27,2018,8,31,14,,,3237,3237,,,,,1000000,1079102,92.6696698,2,,28870;28875;28881;28887;28909;28917,"Colusa, Glenn, Lake, Mendocino, Shasta, Trinity (Adm2)."
2018-9277-SLV,2018,9277,,Natural,Climatological,Drought,Drought,,,El Salvador,SLV,Central America,Americas,"San Vicente, Usulutan and San Miguel zones","Lack of rain, El NIno",Heat wave,,,,,,,Km2,,,,,2018,6,,2019,3,,,,386610,,386610,,,,,37000,39927,92.6696698,1,1192;1194;1197,,"San Miguel, San Vicente, Usulutan (Adm1)."
2018-0224-SWE,2018,224,,Natural,Climatological,Wildfire,Forest fire,,,Sweden,SWE,Northern Europe,Europe,"Gävleborg, Jämtland, Dalarna regions",,Heat wave,,,,,,,Km2,,,,,2018,7,8,2018,7,25,,,,,,,,,,102000,110068,92.6696698,1,2787;2788;2791,,"Dalarnas Laen, Gaevleborgs Laen, Jaemtlands Laen (Adm1)."
